IRIS_CODE;POPULATION_ACTIVE;Elèv.Etud.Stag.non_rémunérés_15-64_ans;Retraités_ou_Pré__15-64_ans;Autres_inactifs_15-64_ans;CSP+;CSP-;Actifs_occ_15_ans_ou_plus_voiture;Actifs_occ_15_ans_ou_plus_TC;0-2_ans;3-5_ans;6-10_ans;11-17_ans;18-24_ans;25-39_ans;40-54_ans;55-64_ans;65-79_ans;80_ans_et_+;Enseignement_sup;Sans_diplôme_ou_CEP_ou_BEPC;CAP_BEP_BAC_PRO;Men_1_personne_;Men_Autres_sans_famille_;Men_fam_princ_Couple_sans_enfant_;Men_fam_princ_Couple_avec_enfants_;Men_fam_princ_Famille_mono_;Fam_Couple_avec_enfants_;Fam_Monoparentales_;Fam_Couple_sans_enfant_
751207901;0.83;0.63;0.11;0.26;0.76;0.24;0.08;0.75;0.03;0.03;0.04;0.05;0.12;0.3;0.2;0.09;0.1;0.04;0.64;0.18;0.18;0.49;0.07;0.4;0.38;0.22;0.38;0.22;0.4
955980101;0.74;0.5;0.27;0.22;0.73;0.27;0.63;0.26;0.04;0.03;0.07;0.09;0.08;0.17;0.2;0.17;0.11;0.05;0.45;0.19;0.37;0.27;0.01;0.37;0.5;0.13;0.51;0.13;0.36
913770103;0.76;0.44;0.16;0.4;0.47;0.53;0.43;0.43;0.05;0.06;0.07;0.11;0.09;0.18;0.19;0.12;0.1;0.03;0.32;0.35;0.33;0.33;0.02;0.27;0.5;0.24;0.49;0.24;0.27
773070102;0.84;0.53;0.1;0.37;0.66;0.34;0.66;0.26;0.05;0.05;0.08;0.1;0.08;0.31;0.23;0.05;0.04;0.01;0.49;0.14;0.36;0.32;0.02;0.33;0.56;0.11;0.56;0.11;0.33
773500201;0.8;0.52;0.23;0.26;0.52;0.48;0.69;0.25;0.04;0.04;0.06;0.1;0.08;0.17;0.24;0.1;0.12;0.04;0.26;0.32;0.42;0.2;0.02;0.36;0.53;0.12;0.51;0.12;0.37
940810201;0.79;0.58;0.18;0.24;0.49;0.51;0.38;0.49;0.05;0.04;0.07;0.11;0.09;0.24;0.21;0.11;0.07;0.02;0.35;0.24;0.41;0.37;0.02;0.26;0.52;0.22;0.52;0.22;0.26
940280305;0.8;0.54;0.24;0.23;0.68;0.32;0.4;0.44;0.04;0.04;0.07;0.07;0.09;0.21;0.21;0.12;0.11;0.04;0.48;0.21;0.31;0.4;0.03;0.34;0.47;0.19;0.46;0.2;0.34
911140104;0.74;0.57;0.23;0.19;0.69;0.31;0.54;0.35;0.03;0.03;0.06;0.11;0.09;0.12;0.23;0.13;0.14;0.06;0.45;0.23;0.33;0.23;0.02;0.39;0.49;0.12;0.48;0.13;0.39
914210108;0.79;0.54;0.23;0.23;0.72;0.28;0.45;0.47;0.01;0.03;0.04;0.07;0.07;0.15;0.2;0.13;0.17;0.12;0.46;0.2;0.34;0.37;0.01;0.47;0.42;0.11;0.41;0.12;0.47
930010901;0.74;0.29;0.09;0.63;0.35;0.65;0.28;0.59;0.06;0.05;0.08;0.08;0.06;0.22;0.21;0.12;0.08;0.02;0.23;0.42;0.35;0.33;0.04;0.24;0.48;0.28;0.47;0.29;0.24
751155701;0.76;0.46;0.18;0.36;0.45;0.55;0.12;0.73;0.04;0.03;0.08;0.08;0.07;0.16;0.2;0.14;0.15;0.05;0.32;0.3;0.38;0.44;0.02;0.3;0.41;0.29;0.4;0.29;0.3
920360503;0.76;0.54;0.11;0.35;0.48;0.52;0.37;0.46;0.05;0.06;0.07;0.08;0.11;0.22;0.2;0.1;0.08;0.02;0.31;0.3;0.39;0.34;0.01;0.27;0.52;0.22;0.52;0.22;0.27
920630702;0.81;0.57;0.22;0.21;0.63;0.37;0.48;0.38;0.04;0.05;0.07;0.1;0.08;0.2;0.2;0.11;0.1;0.05;0.43;0.21;0.36;0.41;0.02;0.29;0.46;0.25;0.46;0.25;0.29
952680115;0.69;0.37;0.09;0.54;0.36;0.64;0.47;0.43;0.07;0.06;0.08;0.12;0.09;0.24;0.19;0.09;0.05;0.01;0.21;0.39;0.4;0.21;0.03;0.16;0.58;0.26;0.57;0.26;0.17
751124512;0.84;0.42;0.32;0.26;0.79;0.21;0.09;0.77;0.04;0.03;0.03;0.04;0.08;0.3;0.19;0.14;0.1;0.05;0.61;0.17;0.23;0.54;0.03;0.5;0.34;0.16;0.34;0.16;0.5
930100202;0.81;0.47;0.11;0.42;0.44;0.56;0.34;0.52;0.06;0.05;0.07;0.09;0.08;0.25;0.2;0.09;0.08;0.03;0.32;0.3;0.38;0.43;0.02;0.27;0.53;0.2;0.53;0.2;0.27
930480502;0.85;0.49;0.19;0.32;0.68;0.32;0.21;0.62;0.03;0.04;0.06;0.07;0.07;0.29;0.21;0.11;0.08;0.02;0.5;0.25;0.25;0.36;0.05;0.35;0.43;0.21;0.43;0.21;0.36
920730116;0.87;0.61;0.1;0.29;0.83;0.17;0.3;0.47;0.05;0.05;0.06;0.08;0.07;0.32;0.24;0.07;0.04;0.02;0.72;0.1;0.19;0.37;0.04;0.32;0.5;0.18;0.5;0.18;0.32
930310103;0.73;0.41;0.07;0.52;0.3;0.7;0.29;0.62;0.06;0.06;0.08;0.11;0.1;0.24;0.19;0.08;0.06;0.02;0.23;0.41;0.35;0.2;0.06;0.21;0.58;0.21;0.56;0.24;0.2
940180109;0.75;0.54;0.19;0.27;0.65;0.35;0.3;0.59;0.04;0.03;0.07;0.1;0.1;0.19;0.23;0.12;0.1;0.02;0.41;0.22;0.37;0.36;0.03;0.25;0.47;0.28;0.46;0.29;0.25
940020102;0.83;0.54;0.18;0.28;0.62;0.38;0.28;0.57;0.06;0.05;0.05;0.06;0.09;0.31;0.19;0.09;0.07;0.02;0.48;0.21;0.31;0.46;0.04;0.38;0.38;0.24;0.38;0.24;0.38
920260201;0.81;0.57;0.2;0.24;0.78;0.22;0.29;0.5;0.03;0.03;0.05;0.06;0.09;0.24;0.21;0.11;0.13;0.05;0.64;0.1;0.26;0.47;0.02;0.42;0.38;0.2;0.38;0.2;0.42
930070111;0.75;0.43;0.14;0.43;0.38;0.62;0.48;0.38;0.05;0.04;0.08;0.14;0.08;0.18;0.21;0.1;0.07;0.05;0.22;0.43;0.35;0.32;0.01;0.25;0.48;0.27;0.47;0.28;0.26
950630110;0.79;0.53;0.12;0.36;0.47;0.52;0.37;0.47;0.05;0.04;0.08;0.09;0.09;0.23;0.22;0.08;0.1;0.03;0.29;0.33;0.37;0.34;0.03;0.27;0.52;0.21;0.51;0.22;0.28
783580105;0.86;0.62;0.14;0.24;0.8;0.2;0.26;0.61;0.04;0.03;0.06;0.05;0.08;0.29;0.19;0.08;0.11;0.06;0.64;0.14;0.22;0.5;0.02;0.45;0.39;0.15;0.39;0.15;0.45
785860502;0.86;0.49;0.21;0.31;0.55;0.45;0.37;0.52;0.05;0.04;0.06;0.08;0.09;0.27;0.2;0.1;0.07;0.03;0.43;0.25;0.32;0.39;0.02;0.38;0.44;0.17;0.44;0.18;0.38
956070113;0.79;0.46;0.24;0.3;0.64;0.36;0.57;0.29;0.04;0.04;0.07;0.08;0.08;0.21;0.18;0.12;0.13;0.07;0.43;0.2;0.36;0.35;0.02;0.37;0.44;0.19;0.44;0.2;0.37
772840701;0.82;0.35;0.18;0.48;0.44;0.56;0.48;0.37;0.05;0.04;0.05;0.08;0.09;0.29;0.18;0.09;0.07;0.04;0.28;0.3;0.43;0.51;0.02;0.33;0.42;0.25;0.41;0.26;0.33
915490112;0.81;0.39;0.16;0.44;0.47;0.53;0.65;0.27;0.05;0.04;0.07;0.09;0.08;0.22;0.2;0.11;0.08;0.07;0.29;0.31;0.4;0.34;0.01;0.33;0.45;0.22;0.44;0.22;0.34
940520104;0.84;0.57;0.16;0.26;0.73;0.26;0.31;0.55;0.04;0.03;0.06;0.09;0.08;0.27;0.21;0.1;0.1;0.03;0.59;0.14;0.27;0.4;0.03;0.38;0.42;0.2;0.42;0.2;0.38
930660901;0.71;0.53;0.07;0.4;0.4;0.6;0.16;0.68;0.05;0.05;0.08;0.08;0.14;0.3;0.18;0.08;0.03;0.02;0.25;0.45;0.3;0.38;0.07;0.27;0.47;0.26;0.46;0.27;0.27
912280107;0.69;0.52;0.08;0.41;0.4;0.6;0.41;0.51;0.05;0.05;0.07;0.1;0.13;0.27;0.18;0.11;0.04;0.01;0.32;0.34;0.34;0.3;0.02;0.19;0.57;0.23;0.56;0.24;0.21
930710119;0.74;0.35;0.12;0.53;0.43;0.57;0.46;0.45;0.05;0.05;0.08;0.1;0.07;0.21;0.2;0.11;0.1;0.03;0.2;0.35;0.45;0.25;0.03;0.28;0.5;0.22;0.49;0.23;0.29
940780203;0.73;0.43;0.19;0.38;0.37;0.63;0.47;0.45;0.04;0.04;0.07;0.1;0.09;0.18;0.2;0.14;0.1;0.03;0.24;0.38;0.39;0.33;0.03;0.23;0.54;0.23;0.53;0.24;0.23
930550802;0.82;0.41;0.13;0.45;0.68;0.32;0.14;0.66;0.06;0.05;0.07;0.06;0.07;0.32;0.21;0.07;0.05;0.04;0.51;0.26;0.23;0.46;0.05;0.31;0.51;0.19;0.5;0.19;0.31
930660801;0.71;0.4;0.18;0.42;0.41;0.59;0.2;0.64;0.05;0.05;0.1;0.11;0.09;0.2;0.2;0.11;0.06;0.02;0.28;0.39;0.33;0.34;0.03;0.18;0.52;0.3;0.51;0.31;0.18
950180204;0.81;0.47;0.05;0.49;0.55;0.45;0.28;0.61;0.08;0.05;0.07;0.07;0.09;0.31;0.14;0.08;0.09;0.02;0.37;0.26;0.36;0.39;0.04;0.27;0.5;0.23;0.49;0.23;0.27
772880602;0.84;0.51;0.15;0.35;0.66;0.34;0.4;0.47;0.05;0.03;0.05;0.06;0.12;0.3;0.17;0.07;0.09;0.06;0.5;0.18;0.32;0.51;0.03;0.48;0.39;0.13;0.39;0.13;0.48
930270111;0.72;0.39;0.09;0.52;0.3;0.7;0.28;0.62;0.05;0.05;0.08;0.12;0.12;0.22;0.17;0.09;0.08;0.02;0.17;0.53;0.3;0.27;0.03;0.14;0.52;0.34;0.5;0.35;0.15
930270118;0.75;0.29;0.09;0.62;0.27;0.73;0.21;0.72;0.07;0.05;0.06;0.07;0.08;0.25;0.24;0.09;0.08;0.02;0.17;0.57;0.26;0.28;0.07;0.29;0.58;0.13;0.56;0.13;0.31
930700117;0.8;0.37;0.13;0.5;0.55;0.45;0.24;0.51;0.04;0.05;0.07;0.07;0.07;0.25;0.25;0.1;0.08;0.02;0.34;0.31;0.35;0.39;0.04;0.36;0.44;0.21;0.43;0.21;0.36
920230104;0.81;0.48;0.22;0.3;0.72;0.28;0.36;0.4;0.03;0.03;0.07;0.08;0.08;0.17;0.21;0.12;0.1;0.11;0.53;0.17;0.3;0.37;0.03;0.35;0.47;0.18;0.46;0.19;0.35
751155703;0.76;0.58;0.16;0.26;0.76;0.24;0.16;0.65;0.03;0.02;0.05;0.06;0.13;0.27;0.2;0.13;0.09;0.04;0.62;0.15;0.24;0.53;0.03;0.47;0.37;0.16;0.36;0.17;0.47
940540107;0.78;0.39;0.18;0.44;0.53;0.47;0.53;0.38;0.06;0.05;0.08;0.09;0.08;0.24;0.2;0.09;0.07;0.03;0.33;0.26;0.41;0.29;0.01;0.31;0.52;0.18;0.51;0.17;0.32
920360502;0.76;0.42;0.13;0.45;0.52;0.48;0.35;0.49;0.06;0.06;0.09;0.1;0.07;0.25;0.18;0.08;0.08;0.03;0.32;0.31;0.37;0.27;0.05;0.24;0.56;0.2;0.54;0.21;0.25
751207801;0.77;0.47;0.13;0.39;0.51;0.49;0.1;0.75;0.03;0.04;0.06;0.1;0.11;0.21;0.19;0.11;0.1;0.05;0.33;0.36;0.31;0.47;0.03;0.22;0.46;0.32;0.45;0.33;0.22
914320104;0.79;0.49;0.28;0.23;0.61;0.39;0.75;0.14;0.04;0.05;0.06;0.09;0.09;0.16;0.23;0.12;0.13;0.04;0.37;0.21;0.42;0.24;0.01;0.37;0.53;0.1;0.52;0.1;0.38
920090112;0.77;0.6;0.19;0.21;0.69;0.31;0.28;0.49;0.03;0.03;0.06;0.11;0.08;0.18;0.23;0.14;0.09;0.04;0.51;0.21;0.28;0.33;0.01;0.37;0.45;0.18;0.45;0.18;0.37
940440105;0.83;0.55;0.16;0.28;0.58;0.42;0.59;0.32;0.04;0.04;0.08;0.08;0.1;0.19;0.22;0.12;0.11;0.02;0.39;0.22;0.39;0.25;0.05;0.3;0.52;0.18;0.52;0.18;0.3
920500802;0.79;0.4;0.14;0.46;0.58;0.42;0.34;0.55;0.07;0.06;0.08;0.08;0.06;0.29;0.2;0.08;0.06;0.02;0.42;0.25;0.33;0.3;0.03;0.3;0.5;0.2;0.49;0.21;0.3
930550402;0.79;0.45;0.11;0.44;0.6;0.4;0.22;0.62;0.05;0.04;0.08;0.08;0.07;0.28;0.2;0.1;0.08;0.03;0.45;0.24;0.3;0.41;0.04;0.27;0.47;0.26;0.47;0.26;0.28
783610117;0.77;0.43;0.18;0.4;0.64;0.36;0.5;0.34;0.04;0.02;0.08;0.08;0.08;0.21;0.21;0.09;0.12;0.07;0.37;0.29;0.33;0.33;0;0.39;0.41;0.2;0.41;0.19;0.39
751197303;0.82;0.55;0.13;0.31;0.65;0.35;0.07;0.69;0.04;0.04;0.06;0.09;0.1;0.21;0.2;0.12;0.11;0.03;0.47;0.25;0.29;0.33;0.03;0.28;0.47;0.24;0.47;0.25;0.28
751135007;0.77;0.5;0.2;0.31;0.63;0.37;0.13;0.67;0.03;0.03;0.06;0.08;0.08;0.18;0.2;0.12;0.17;0.04;0.44;0.26;0.29;0.41;0.03;0.36;0.42;0.22;0.41;0.23;0.36
951760105;0.77;0.44;0.28;0.28;0.65;0.35;0.47;0.4;0.04;0.03;0.07;0.09;0.08;0.18;0.2;0.13;0.12;0.06;0.39;0.19;0.42;0.29;0.02;0.38;0.47;0.15;0.47;0.15;0.38
930510204;0.81;0.56;0.22;0.22;0.61;0.39;0.47;0.43;0.03;0.05;0.08;0.1;0.09;0.2;0.21;0.1;0.09;0.04;0.34;0.31;0.35;0.24;0.02;0.32;0.51;0.17;0.5;0.17;0.32
771710101;0.82;0.42;0.28;0.3;0.54;0.46;0.5;0.4;0.04;0.04;0.08;0.09;0.06;0.21;0.22;0.09;0.11;0.06;0.32;0.24;0.44;0.28;0.04;0.38;0.47;0.16;0.46;0.16;0.38
913770104;0.78;0.5;0.15;0.35;0.62;0.38;0.43;0.47;0.06;0.05;0.09;0.09;0.09;0.24;0.17;0.1;0.07;0.03;0.44;0.2;0.37;0.3;0.02;0.29;0.5;0.21;0.5;0.21;0.29
751135019;0.84;0.62;0.08;0.3;0.78;0.22;0.11;0.69;0.04;0.03;0.03;0.03;0.11;0.32;0.22;0.1;0.09;0.04;0.63;0.17;0.2;0.64;0.04;0.42;0.46;0.12;0.46;0.12;0.42
785510201;0.71;0.49;0.19;0.32;0.87;0.13;0.66;0.21;0.02;0.02;0.08;0.14;0.06;0.09;0.24;0.16;0.15;0.04;0.69;0.09;0.22;0.22;0.02;0.4;0.48;0.12;0.48;0.12;0.4
920120601;0.8;0.69;0.14;0.17;0.86;0.14;0.35;0.34;0.03;0.03;0.04;0.07;0.08;0.21;0.19;0.1;0.15;0.09;0.72;0.09;0.19;0.44;0.01;0.44;0.43;0.13;0.43;0.13;0.44
911740502;0.82;0.41;0.16;0.43;0.46;0.54;0.6;0.29;0.05;0.03;0.06;0.09;0.08;0.27;0.19;0.1;0.09;0.05;0.38;0.24;0.38;0.44;0.03;0.41;0.37;0.22;0.37;0.22;0.41
784860102;0.8;0.44;0.38;0.18;0.59;0.4;0.61;0.3;0.02;0.03;0.05;0.09;0.08;0.16;0.22;0.14;0.16;0.04;0.38;0.2;0.41;0.31;0.03;0.47;0.43;0.1;0.42;0.1;0.48
930570109;0.83;0.36;0.17;0.47;0.47;0.53;0.43;0.48;0.06;0.05;0.06;0.07;0.08;0.29;0.18;0.09;0.09;0.04;0.27;0.31;0.42;0.37;0.04;0.29;0.52;0.18;0.52;0.19;0.29
951760104;0.81;0.54;0.3;0.16;0.68;0.32;0.51;0.4;0.03;0.04;0.08;0.09;0.08;0.21;0.23;0.14;0.09;0.02;0.48;0.17;0.35;0.25;0.01;0.33;0.53;0.14;0.53;0.14;0.33
916920102;0.8;0.43;0.2;0.37;0.46;0.54;0.55;0.34;0.07;0.06;0.09;0.09;0.07;0.24;0.18;0.1;0.09;0.02;0.36;0.29;0.35;0.31;0.02;0.24;0.56;0.2;0.56;0.2;0.24
930490106;0.8;0.56;0.2;0.24;0.66;0.34;0.27;0.66;0.04;0.04;0.04;0.07;0.14;0.29;0.2;0.11;0.06;0.02;0.51;0.21;0.28;0.54;0.04;0.36;0.46;0.17;0.46;0.18;0.36
916610103;0.83;0.54;0.2;0.27;0.62;0.38;0.63;0.26;0.04;0.05;0.08;0.09;0.08;0.26;0.21;0.09;0.08;0.02;0.41;0.19;0.4;0.35;0.01;0.35;0.49;0.16;0.49;0.16;0.35
940600105;0.78;0.47;0.24;0.29;0.58;0.42;0.7;0.2;0.05;0.05;0.07;0.1;0.08;0.2;0.22;0.12;0.09;0.01;0.36;0.2;0.45;0.16;0.02;0.31;0.56;0.13;0.55;0.14;0.31
772430102;0.79;0.35;0.24;0.41;0.46;0.54;0.54;0.36;0.03;0.03;0.06;0.07;0.1;0.22;0.19;0.12;0.11;0.07;0.31;0.33;0.36;0.48;0.02;0.37;0.36;0.27;0.35;0.27;0.37
920720104;0.78;0.69;0.12;0.19;0.73;0.27;0.33;0.46;0.03;0.05;0.07;0.09;0.1;0.18;0.21;0.1;0.1;0.08;0.51;0.22;0.27;0.35;0.03;0.31;0.49;0.2;0.49;0.2;0.32
930730401;0.75;0.37;0.09;0.54;0.32;0.68;0.41;0.53;0.05;0.06;0.1;0.11;0.09;0.19;0.2;0.11;0.06;0.01;0.15;0.47;0.38;0.39;0.01;0.14;0.54;0.31;0.54;0.32;0.14
786460606;0.88;0.7;0.02;0.28;0.33;0.67;0.37;0.14;0.06;0.07;0.09;0.09;0.08;0.36;0.2;0.03;0;0;0.45;0.08;0.47;0.29;0.01;0.25;0.67;0.09;0.67;0.09;0.25
770140102;0.79;0.48;0.27;0.25;0.67;0.33;0.47;0.42;0.04;0.03;0.04;0.09;0.07;0.21;0.18;0.12;0.15;0.07;0.43;0.19;0.38;0.44;0.02;0.41;0.4;0.18;0.4;0.18;0.41
920400404;0.81;0.61;0.15;0.24;0.69;0.31;0.31;0.51;0.05;0.04;0.07;0.08;0.08;0.22;0.23;0.13;0.08;0.01;0.54;0.16;0.3;0.39;0.02;0.32;0.49;0.19;0.49;0.19;0.31
920730113;0.83;0.61;0.11;0.28;0.78;0.22;0.35;0.47;0.05;0.04;0.08;0.08;0.07;0.25;0.21;0.09;0.08;0.04;0.62;0.15;0.23;0.32;0.01;0.33;0.5;0.17;0.5;0.17;0.33
784400106;0.75;0.33;0.14;0.53;0.36;0.64;0.51;0.36;0.06;0.06;0.09;0.09;0.09;0.23;0.16;0.09;0.1;0.03;0.21;0.41;0.38;0.25;0.01;0.24;0.57;0.2;0.56;0.2;0.24
940810303;0.72;0.47;0.14;0.38;0.39;0.61;0.27;0.63;0.05;0.05;0.07;0.06;0.1;0.25;0.2;0.11;0.08;0.03;0.36;0.35;0.29;0.32;0.07;0.32;0.49;0.19;0.49;0.2;0.31
920330101;0.8;0.64;0.12;0.25;0.68;0.32;0.56;0.3;0.04;0.04;0.07;0.11;0.07;0.16;0.25;0.1;0.11;0.05;0.51;0.2;0.29;0.31;0;0.28;0.51;0.2;0.51;0.2;0.28
773730504;0.81;0.58;0.14;0.28;0.53;0.47;0.69;0.22;0.04;0.05;0.07;0.11;0.1;0.24;0.22;0.12;0.04;0.01;0.37;0.19;0.44;0.18;0.02;0.23;0.59;0.18;0.58;0.18;0.23
913770109;0.78;0.58;0.18;0.23;0.66;0.34;0.51;0.35;0.03;0.03;0.06;0.11;0.11;0.18;0.22;0.11;0.11;0.05;0.45;0.22;0.33;0.39;0.01;0.37;0.46;0.17;0.46;0.18;0.37
940580107;0.83;0.6;0.16;0.24;0.76;0.24;0.43;0.47;0.04;0.05;0.05;0.07;0.06;0.25;0.2;0.1;0.1;0.09;0.52;0.17;0.31;0.39;0.02;0.4;0.46;0.14;0.46;0.15;0.4
930270114;0.73;0.39;0.07;0.54;0.26;0.74;0.28;0.63;0.04;0.05;0.09;0.12;0.11;0.16;0.23;0.1;0.07;0.02;0.12;0.55;0.33;0.26;0.04;0.15;0.52;0.33;0.5;0.34;0.15
751104007;0.73;0.43;0.12;0.45;0.69;0.31;0.09;0.69;0.03;0.03;0.08;0.1;0.08;0.22;0.2;0.1;0.11;0.05;0.45;0.27;0.29;0.44;0.02;0.28;0.49;0.22;0.49;0.23;0.28
751156012;0.81;0.63;0.12;0.25;0.81;0.19;0.16;0.61;0.03;0.02;0.04;0.05;0.13;0.23;0.19;0.13;0.11;0.07;0.73;0.11;0.16;0.51;0.05;0.48;0.39;0.13;0.39;0.13;0.48
953060105;0.83;0.48;0.29;0.23;0.6;0.4;0.48;0.4;0.04;0.04;0.06;0.07;0.08;0.22;0.19;0.12;0.11;0.07;0.37;0.22;0.41;0.38;0.01;0.4;0.42;0.18;0.41;0.19;0.4
773900401;0.78;0.52;0.24;0.24;0.48;0.52;0.55;0.35;0.04;0.05;0.09;0.11;0.08;0.17;0.22;0.12;0.08;0.03;0.27;0.29;0.44;0.2;0.01;0.26;0.57;0.17;0.56;0.17;0.27
930480602;0.84;0.47;0.14;0.39;0.63;0.37;0.2;0.6;0.05;0.05;0.07;0.08;0.07;0.26;0.21;0.09;0.08;0.03;0.48;0.23;0.29;0.36;0.03;0.27;0.53;0.2;0.52;0.21;0.27
751155708;0.77;0.66;0.09;0.25;0.76;0.24;0.13;0.68;0.04;0.03;0.06;0.1;0.1;0.24;0.18;0.1;0.1;0.05;0.64;0.17;0.19;0.44;0.04;0.34;0.45;0.21;0.44;0.22;0.34
916910101;0.78;0.54;0.25;0.21;0.71;0.29;0.52;0.38;0.03;0.04;0.07;0.09;0.07;0.16;0.23;0.12;0.13;0.05;0.43;0.21;0.36;0.26;0.01;0.38;0.52;0.1;0.52;0.1;0.38
940800402;0.84;0.65;0.12;0.23;0.87;0.13;0.19;0.66;0.03;0.04;0.06;0.07;0.07;0.23;0.25;0.09;0.11;0.05;0.71;0.11;0.18;0.42;0.03;0.43;0.44;0.12;0.44;0.13;0.44
920120603;0.77;0.71;0.11;0.18;0.85;0.15;0.27;0.43;0.03;0.03;0.04;0.07;0.12;0.2;0.2;0.11;0.14;0.05;0.67;0.12;0.2;0.49;0.02;0.37;0.45;0.18;0.45;0.18;0.37
920400301;0.8;0.6;0.19;0.2;0.8;0.2;0.34;0.43;0.04;0.03;0.05;0.1;0.07;0.21;0.23;0.12;0.1;0.04;0.65;0.14;0.21;0.39;0.02;0.36;0.5;0.14;0.5;0.14;0.36
772880401;0.74;0.39;0.14;0.48;0.31;0.69;0.56;0.31;0.06;0.06;0.1;0.1;0.09;0.21;0.17;0.09;0.07;0.04;0.18;0.4;0.42;0.29;0.01;0.21;0.52;0.28;0.51;0.28;0.21
930510106;0.83;0.57;0.16;0.27;0.72;0.28;0.31;0.55;0.05;0.04;0.06;0.05;0.1;0.28;0.18;0.12;0.1;0.03;0.59;0.12;0.29;0.42;0.02;0.4;0.47;0.13;0.47;0.13;0.4
920350101;0.82;0.6;0.14;0.26;0.68;0.32;0.28;0.55;0.04;0.05;0.07;0.09;0.09;0.25;0.21;0.08;0.06;0.05;0.51;0.2;0.29;0.3;0.02;0.29;0.5;0.2;0.5;0.21;0.29
920600107;0.82;0.47;0.3;0.23;0.78;0.22;0.51;0.37;0.04;0.03;0.04;0.07;0.06;0.21;0.2;0.13;0.16;0.06;0.59;0.14;0.26;0.41;0.01;0.49;0.38;0.13;0.37;0.13;0.49
954870101;0.83;0.43;0.11;0.46;0.42;0.58;0.64;0.26;0.06;0.06;0.07;0.1;0.07;0.28;0.2;0.06;0.07;0.03;0.24;0.3;0.46;0.36;0.03;0.31;0.56;0.13;0.55;0.14;0.31
773500101;0.79;0.43;0.2;0.37;0.4;0.6;0.59;0.31;0.04;0.05;0.07;0.11;0.08;0.18;0.21;0.11;0.12;0.03;0.2;0.39;0.41;0.22;0.02;0.27;0.51;0.22;0.51;0.22;0.27
950180405;0.81;0.37;0.12;0.51;0.41;0.59;0.47;0.43;0.07;0.08;0.07;0.09;0.07;0.25;0.2;0.08;0.07;0.02;0.29;0.32;0.4;0.32;0.02;0.25;0.6;0.16;0.59;0.17;0.25
920440113;0.81;0.62;0.11;0.27;0.77;0.23;0.21;0.49;0.05;0.04;0.08;0.1;0.1;0.24;0.23;0.08;0.06;0.02;0.62;0.14;0.25;0.39;0.02;0.26;0.53;0.22;0.52;0.21;0.26
751093503;0.85;0.69;0.1;0.22;0.84;0.16;0.05;0.59;0.03;0.02;0.04;0.06;0.09;0.34;0.2;0.09;0.09;0.04;0.74;0.11;0.15;0.5;0.04;0.48;0.41;0.11;0.4;0.12;0.48
920240401;0.77;0.55;0.16;0.29;0.63;0.37;0.23;0.51;0.04;0.05;0.08;0.09;0.11;0.22;0.2;0.11;0.07;0.03;0.39;0.26;0.35;0.4;0.03;0.27;0.52;0.21;0.52;0.22;0.26
930080115;0.76;0.4;0.09;0.51;0.31;0.69;0.34;0.58;0.06;0.06;0.09;0.1;0.08;0.24;0.2;0.09;0.06;0.03;0.2;0.5;0.3;0.31;0.05;0.21;0.59;0.2;0.58;0.2;0.21
920490106;0.78;0.68;0.12;0.2;0.74;0.26;0.18;0.62;0.05;0.03;0.05;0.08;0.12;0.25;0.2;0.1;0.08;0.04;0.58;0.15;0.27;0.49;0.03;0.32;0.46;0.22;0.45;0.22;0.32
751145402;0.79;0.7;0.1;0.2;0.87;0.13;0.2;0.57;0.04;0.03;0.03;0.05;0.09;0.22;0.15;0.12;0.18;0.09;0.78;0.08;0.14;0.49;0.03;0.45;0.42;0.13;0.42;0.13;0.45
782170102;0.79;0.44;0.24;0.32;0.53;0.46;0.72;0.18;0.04;0.04;0.07;0.11;0.08;0.18;0.2;0.11;0.13;0.04;0.33;0.27;0.4;0.29;0.02;0.4;0.39;0.21;0.39;0.22;0.4
913770108;0.8;0.37;0.2;0.43;0.51;0.49;0.44;0.45;0.05;0.05;0.09;0.09;0.04;0.23;0.15;0.1;0.11;0.08;0.34;0.3;0.36;0.33;0.02;0.28;0.49;0.23;0.48;0.23;0.28
951760101;0.82;0.55;0.17;0.27;0.64;0.36;0.54;0.35;0.04;0.04;0.07;0.1;0.08;0.2;0.22;0.1;0.08;0.07;0.38;0.28;0.34;0.36;0.02;0.31;0.48;0.21;0.48;0.21;0.31
920260406;0.8;0.64;0.09;0.28;0.83;0.17;0.19;0.55;0.04;0.04;0.07;0.09;0.09;0.31;0.22;0.08;0.05;0.01;0.71;0.09;0.2;0.41;0.02;0.37;0.48;0.15;0.48;0.15;0.37
940220107;0.79;0.35;0.09;0.56;0.39;0.61;0.43;0.46;0.05;0.06;0.08;0.1;0.1;0.24;0.21;0.1;0.05;0.03;0.24;0.4;0.37;0.24;0.09;0.22;0.55;0.23;0.54;0.23;0.23
916910104;0.82;0.43;0.29;0.28;0.63;0.37;0.45;0.46;0.05;0.04;0.06;0.07;0.06;0.23;0.17;0.12;0.15;0.05;0.39;0.21;0.4;0.4;0.02;0.37;0.41;0.22;0.41;0.22;0.37
930480703;0.84;0.36;0.19;0.45;0.6;0.4;0.12;0.69;0.05;0.03;0.03;0.05;0.06;0.3;0.24;0.12;0.09;0.04;0.47;0.27;0.27;0.45;0.04;0.44;0.39;0.17;0.39;0.17;0.44
