IRIS_CODE;POPULATION_ACTIVE;Elèv.Etud.Stag.non_rémunérés_15-64_ans;Retraités_ou_Pré__15-64_ans;Autres_inactifs_15-64_ans;CSP+;CSP-;Actifs_occ_15_ans_ou_plus_voiture;Actifs_occ_15_ans_ou_plus_TC;0-2_ans;3-5_ans;6-10_ans;11-17_ans;18-24_ans;25-39_ans;40-54_ans;55-64_ans;65-79_ans;80_ans_et_+;Enseignement_sup;Sans_diplôme_ou_CEP_ou_BEPC;CAP_BEP_BAC_PRO;Men_1_personne_;Men_Autres_sans_famille_;Men_fam_princ_Couple_sans_enfant_;Men_fam_princ_Couple_avec_enfants_;Men_fam_princ_Famille_mono_;Fam_Couple_avec_enfants_;Fam_Monoparentales_;Fam_Couple_sans_enfant_
784980116;0.59;0.44;0.11;0.45;0.33;0.67;0.33;0.67;0.03;0;0.03;0.1;0.23;0.1;0.13;0.16;0.19;0.03;0.13;0.43;0.44;0.22;0;0.29;0.71;0;0.62;0.12;0.25
950180601;0.77;0.28;0.53;0.19;0.28;0.72;0.51;0.29;0.02;0;0.04;0.06;0.18;0.28;0.11;0.2;0.05;0.06;0.11;0.38;0.51;0.33;0;0.55;0.32;0.13;0.32;0.13;0.55
930140105;0.64;0.28;0.13;0.59;0.08;0.92;0.45;0.53;0.04;0.07;0.05;0.14;0.17;0.28;0.12;0.09;0.04;0.01;0.06;0.66;0.28;0.03;0;0.11;0.39;0.5;0.43;0.47;0.1
930010301;0.43;0.03;0;0.97;0.03;0.97;0;1;0;0;0;0.01;0.34;0.55;0.04;0;0.06;0;0.02;0.68;0.29;0;0;0;0;0;0;0;0
783610105;0.67;0.44;0.06;0.5;0.17;0.83;0.44;0.42;0.01;0.04;0.05;0.14;0.08;0.22;0.14;0.11;0.2;0.03;0.16;0.65;0.19;0.4;0;0.29;0.51;0.19;0.49;0.19;0.32
920360401;0.75;0.13;0.42;0.45;0.5;0.5;0.27;0.53;0.07;0.09;0.06;0.06;0.05;0.21;0.14;0.12;0.15;0.05;0.22;0.42;0.35;0.4;0.03;0.24;0.44;0.32;0.44;0.32;0.24
920480107;0.8;0.81;0;0.19;0.97;0.03;0.48;0.17;0.04;0.06;0.09;0.09;0.15;0.2;0.26;0.05;0.04;0.02;0.78;0.03;0.19;0.22;0;0.21;0.64;0.14;0.64;0.14;0.21
911740102;0.49;0.33;0.05;0.62;0.23;0.77;0.26;0.74;0.05;0.07;0.1;0.13;0.08;0.2;0.18;0.09;0.09;0.01;0.12;0.59;0.29;0.15;0.07;0.22;0.53;0.25;0.53;0.25;0.22
950180602;0.53;0.09;0.03;0.89;0.43;0.57;0.73;0.16;0.06;0.05;0.08;0.11;0.1;0.29;0.18;0.09;0.04;0;0.08;0.67;0.26;0.17;0.01;0.3;0.46;0.24;0.45;0.24;0.31
930140102;0.57;0.35;0.04;0.61;0.25;0.75;0.48;0.48;0.06;0.06;0.07;0.15;0.13;0.21;0.14;0.11;0.06;0.02;0.1;0.59;0.31;0.14;0.02;0.14;0.59;0.26;0.55;0.28;0.17
950180303;0.73;0.2;0.05;0.75;0.35;0.65;0.61;0.34;0.09;0.09;0.08;0.06;0.06;0.26;0.16;0.06;0.11;0.02;0.28;0.4;0.32;0.34;0;0.28;0.53;0.19;0.53;0.19;0.28
930070102;0.8;0.43;0.08;0.49;0.33;0.67;0.49;0.31;0.09;0.09;0.09;0.11;0.04;0.29;0.17;0.03;0.08;0.01;0.2;0.36;0.44;0.29;0.01;0.22;0.58;0.2;0.58;0.2;0.22
751041602;0.75;0.53;0.05;0.42;0.77;0.23;0.06;0.5;0.04;0.01;0.01;0.04;0.12;0.29;0.16;0.09;0.13;0.11;0.7;0.08;0.22;0.61;0.06;0.65;0.26;0.09;0.25;0.11;0.64
920360404;0.82;0.35;0.06;0.59;0.27;0.73;0.3;0.43;0.02;0.01;0.02;0.05;0.07;0.18;0.22;0.11;0.29;0.03;0.09;0.65;0.26;0.79;0.01;0.31;0.5;0.19;0.49;0.2;0.31
952770501;0.75;0.3;0.13;0.56;0.51;0.47;0.53;0.35;0.04;0.04;0.04;0.07;0.05;0.21;0.25;0.17;0.11;0.02;0.29;0.47;0.24;0.34;0.02;0.18;0.43;0.39;0.43;0.39;0.18
784400109;0.67;0.4;0.11;0.49;0.2;0.8;0.44;0.49;0.06;0.06;0.11;0.1;0.13;0.21;0.1;0.13;0.09;0.01;0.12;0.6;0.28;0.18;0.03;0.15;0.6;0.25;0.58;0.27;0.15
930470103;0.61;0.27;0.06;0.67;0.24;0.76;0.59;0.33;0.07;0.06;0.09;0.12;0.09;0.2;0.17;0.09;0.09;0.01;0.11;0.6;0.29;0.15;0.03;0.16;0.64;0.21;0.63;0.21;0.16
751072603;0.77;0.58;0.28;0.14;0.79;0.21;0.15;0.46;0.03;0.03;0.03;0.03;0.09;0.24;0.14;0.12;0.2;0.08;0.71;0.14;0.15;0.52;0.02;0.54;0.36;0.1;0.36;0.1;0.54
940171203;0.71;0.43;0.07;0.51;0.21;0.79;0.39;0.57;0.05;0.05;0.09;0.11;0.12;0.2;0.19;0.09;0.09;0.01;0.11;0.46;0.43;0.24;0.03;0.1;0.61;0.29;0.58;0.3;0.11
751082901;0.76;0.59;0.12;0.29;0.64;0.36;0.21;0.42;0.01;0.02;0.03;0.06;0.17;0.16;0.18;0.13;0.14;0.11;0.46;0.26;0.28;0.54;0.04;0.35;0.45;0.21;0.43;0.22;0.35
772840602;0.81;0.53;0.1;0.37;0.42;0.58;0.56;0.4;0.08;0.08;0.11;0.1;0.09;0.31;0.17;0.04;0.02;0;0.31;0.28;0.41;0.31;0.01;0.18;0.55;0.27;0.53;0.3;0.17
930710102;0.75;0.4;0.05;0.55;0.22;0.78;0.26;0.6;0.07;0.07;0.06;0.08;0.16;0.22;0.17;0.1;0.07;0.01;0.09;0.57;0.34;0.24;0.04;0.13;0.54;0.32;0.53;0.34;0.13
751135017;0.82;0.6;0.13;0.27;0.88;0.12;0.26;0.49;0.05;0.02;0.05;0.09;0.09;0.23;0.26;0.11;0.09;0.01;0.8;0.08;0.12;0.33;0.03;0.43;0.46;0.1;0.45;0.11;0.43
751010101;0.8;0.54;0.19;0.27;0.66;0.34;0.11;0.62;0.04;0.02;0.04;0.07;0.12;0.23;0.21;0.13;0.12;0.03;0.55;0.19;0.26;0.49;0.07;0.43;0.33;0.24;0.33;0.24;0.43
930310102;0.78;0.39;0.07;0.54;0.28;0.72;0.27;0.67;0.04;0.04;0.08;0.11;0.1;0.21;0.22;0.09;0.08;0.03;0.17;0.5;0.34;0.22;0.06;0.21;0.4;0.38;0.4;0.38;0.22
783610106;0.64;0.27;0.11;0.62;0.29;0.71;0.45;0.42;0.07;0.04;0.09;0.11;0.1;0.21;0.13;0.1;0.13;0.02;0.06;0.63;0.31;0.1;0.02;0.26;0.45;0.29;0.46;0.29;0.25
952770301;0.78;0.39;0.13;0.48;0.32;0.68;0.57;0.36;0.07;0.06;0.07;0.15;0.08;0.21;0.19;0.09;0.06;0.03;0.17;0.37;0.45;0.27;0.04;0.12;0.52;0.37;0.52;0.37;0.12
956370106;0.75;0.47;0.32;0.22;0.69;0.3;0.68;0.27;0.02;0.04;0.04;0.11;0.08;0.15;0.29;0.13;0.12;0.02;0.41;0.18;0.41;0.28;0.02;0.35;0.51;0.14;0.52;0.14;0.34
930080118;0.66;0.24;0.07;0.68;0.25;0.75;0.28;0.57;0.06;0.06;0.09;0.1;0.1;0.21;0.18;0.1;0.09;0.02;0.11;0.57;0.32;0.31;0.03;0.19;0.43;0.38;0.41;0.4;0.19
915730106;0.9;0.45;0.15;0.4;0.67;0.33;0.76;0.18;0.11;0.07;0.07;0.06;0.09;0.45;0.11;0.03;0.02;0;0.44;0.14;0.42;0.34;0.02;0.3;0.47;0.22;0.47;0.22;0.3
771520303;0.76;0.26;0.05;0.69;0.2;0.78;0.45;0.38;0.05;0.05;0.11;0.1;0.09;0.14;0.18;0.08;0.13;0.07;0.2;0.41;0.39;0.31;0;0.25;0.52;0.24;0.51;0.23;0.26
930630111;0.71;0.37;0.19;0.44;0.66;0.34;0.31;0.51;0.04;0.04;0.08;0.08;0.09;0.19;0.25;0.1;0.09;0.05;0.33;0.29;0.38;0.23;0.04;0.3;0.56;0.14;0.56;0.14;0.3
915730101;0.91;0.37;0.21;0.42;0.61;0.39;0.75;0.21;0.08;0.08;0.05;0.04;0.09;0.45;0.11;0.05;0.03;0.01;0.45;0.16;0.39;0.37;0.05;0.36;0.5;0.14;0.5;0.14;0.36
783610102;0.67;0.37;0.15;0.47;0.15;0.85;0.45;0.41;0.06;0.06;0.14;0.09;0.12;0.17;0.15;0.09;0.12;0.01;0.13;0.5;0.36;0.3;0.01;0.15;0.64;0.21;0.62;0.22;0.16
920040701;0.78;0.52;0.14;0.34;0.33;0.67;0.3;0.54;0.04;0.05;0.09;0.13;0.08;0.16;0.2;0.14;0.08;0.04;0.2;0.49;0.31;0.22;0.03;0.2;0.44;0.35;0.42;0.38;0.2
911740702;0.62;0.28;0.07;0.66;0.3;0.7;0.5;0.29;0.09;0.08;0.13;0.1;0.07;0.26;0.18;0.04;0.04;0.01;0.15;0.49;0.36;0.23;0.03;0.16;0.53;0.31;0.52;0.33;0.16
940280212;0.72;0.25;0.04;0.71;0.33;0.67;0.22;0.7;0.03;0.06;0.08;0.07;0.13;0.28;0.21;0.08;0.06;0.01;0.24;0.42;0.34;0.59;0.03;0.2;0.51;0.29;0.5;0.29;0.21
772840403;0.65;0.46;0.06;0.48;0.15;0.84;0.35;0.53;0.06;0.07;0.11;0.17;0.12;0.18;0.16;0.08;0.06;0.01;0.06;0.6;0.33;0.32;0.04;0.07;0.44;0.49;0.42;0.51;0.08
930140111;0.64;0.27;0.06;0.66;0.27;0.73;0.55;0.38;0.07;0.05;0.09;0.11;0.08;0.23;0.19;0.08;0.08;0.02;0.15;0.56;0.3;0.27;0.02;0.24;0.6;0.17;0.59;0.17;0.25
773050102;0.69;0.43;0.01;0.56;0.24;0.76;0.63;0.29;0.06;0.07;0.14;0.2;0.07;0.18;0.19;0.03;0.05;0;0.14;0.46;0.4;0.16;0.02;0.15;0.57;0.29;0.57;0.28;0.15
784400105;0.71;0.37;0.18;0.45;0.31;0.69;0.55;0.38;0.06;0.05;0.11;0.13;0.1;0.2;0.16;0.1;0.08;0;0.2;0.38;0.42;0.18;0;0.16;0.67;0.18;0.65;0.2;0.15
920260705;0.83;0.33;0.28;0.39;0.76;0.24;0.29;0.41;0.03;0.03;0.03;0.04;0.06;0.18;0.18;0.14;0.19;0.13;0.65;0.14;0.2;0.61;0;0.48;0.45;0.07;0.45;0.07;0.48
955720104;0.79;0.37;0.13;0.51;0.4;0.6;0.42;0.5;0.07;0.05;0.08;0.07;0.07;0.23;0.18;0.12;0.09;0.02;0.22;0.36;0.42;0.31;0.05;0.21;0.58;0.21;0.57;0.23;0.21
783610109;0.62;0.45;0.01;0.54;0.38;0.62;0.4;0.48;0.04;0.03;0.08;0.13;0.15;0.21;0.15;0.09;0.11;0.01;0.1;0.6;0.3;0.12;0.03;0.07;0.61;0.32;0.61;0.33;0.06
751072602;0.78;0.72;0.04;0.25;0.81;0.19;0.18;0.36;0.02;0.01;0.05;0.07;0.11;0.21;0.18;0.13;0.16;0.06;0.72;0.1;0.18;0.5;0.03;0.49;0.39;0.12;0.39;0.12;0.49
773500303;0.75;0.62;0.23;0.15;0.82;0.18;0.73;0.2;0.02;0.02;0.07;0.12;0.1;0.11;0.25;0.19;0.12;0.01;0.5;0.15;0.36;0.06;0.02;0.39;0.56;0.05;0.55;0.06;0.39
930100102;0.68;0.35;0.08;0.57;0.24;0.76;0.36;0.58;0.07;0.07;0.09;0.08;0.08;0.2;0.21;0.08;0.09;0.03;0.12;0.51;0.37;0.49;0.01;0.24;0.51;0.25;0.5;0.27;0.23
930310405;0.72;0.41;0.1;0.49;0.23;0.77;0.31;0.56;0.04;0.06;0.08;0.14;0.09;0.18;0.18;0.11;0.09;0.03;0.17;0.48;0.35;0.18;0.01;0.12;0.62;0.26;0.58;0.27;0.15
751010401;0.79;0.66;0.17;0.16;0.75;0.25;0.09;0.44;0.01;0.03;0.06;0.08;0.08;0.2;0.21;0.12;0.14;0.06;0.66;0.18;0.15;0.53;0.01;0.49;0.36;0.15;0.36;0.15;0.49
773070103;0.93;0.4;0.12;0.48;0.5;0.5;0.6;0.32;0.09;0.06;0.07;0.04;0.07;0.5;0.11;0.03;0.02;0;0.49;0.1;0.41;0.28;0.04;0.43;0.38;0.19;0.38;0.19;0.43
930730404;0.7;0.49;0.05;0.46;0.35;0.65;0.52;0.36;0.05;0.05;0.07;0.12;0.13;0.19;0.18;0.09;0.1;0.02;0.11;0.51;0.38;0.22;0.02;0.19;0.5;0.32;0.49;0.32;0.19
771520202;0.7;0.34;0.04;0.62;0.31;0.69;0.45;0.4;0.05;0.05;0.1;0.16;0.1;0.14;0.21;0.09;0.09;0.02;0.2;0.43;0.38;0.43;0.01;0.09;0.35;0.56;0.35;0.56;0.09
751072604;0.81;0.57;0.09;0.34;0.8;0.2;0.19;0.4;0.04;0.03;0.06;0.06;0.08;0.17;0.18;0.13;0.15;0.09;0.74;0.09;0.17;0.44;0.03;0.4;0.46;0.14;0.46;0.14;0.4
916870110;0.75;0.45;0.05;0.5;0.2;0.8;0.49;0.42;0.06;0.08;0.13;0.14;0.11;0.17;0.16;0.09;0.06;0.01;0.15;0.53;0.32;0.27;0.04;0.13;0.6;0.26;0.58;0.28;0.14
920500704;0.73;0.38;0.06;0.55;0.34;0.66;0.31;0.58;0.05;0.03;0.11;0.11;0.1;0.19;0.19;0.13;0.05;0.05;0.19;0.4;0.41;0.33;0.01;0.2;0.45;0.35;0.45;0.36;0.19
751135121;0.78;0.82;0.07;0.11;0.82;0.18;0.05;0.72;0.01;0.03;0.02;0.05;0.19;0.29;0.19;0.09;0.12;0.02;0.76;0.11;0.12;0.67;0.02;0.53;0.29;0.19;0.29;0.19;0.53
751114113;0.83;0.38;0.15;0.48;0.73;0.27;0.04;0.69;0.03;0.03;0.03;0.04;0.08;0.33;0.21;0.08;0.14;0.05;0.54;0.28;0.18;0.58;0.04;0.59;0.24;0.16;0.24;0.16;0.59
784810104;0.86;0.47;0.19;0.34;0.68;0.32;0.45;0.44;0.04;0.04;0.05;0.05;0.06;0.28;0.22;0.09;0.1;0.06;0.54;0.14;0.32;0.53;0.01;0.41;0.4;0.19;0.4;0.19;0.41
773900202;0.82;0.47;0.28;0.25;0.34;0.66;0.42;0.49;0.06;0.04;0.08;0.12;0.06;0.21;0.23;0.12;0.06;0.01;0.24;0.27;0.48;0.23;0.01;0.17;0.57;0.26;0.57;0.26;0.17
751135008;0.75;0.62;0.1;0.28;0.59;0.41;0.12;0.64;0.01;0.03;0.04;0.08;0.13;0.24;0.17;0.15;0.11;0.04;0.44;0.31;0.25;0.32;0.08;0.28;0.36;0.36;0.35;0.37;0.28
930270119;0.74;0.34;0.09;0.57;0.32;0.68;0.29;0.62;0.06;0.05;0.08;0.1;0.06;0.24;0.2;0.08;0.1;0.03;0.2;0.55;0.25;0.39;0.06;0.18;0.53;0.29;0.52;0.29;0.19
952770402;0.79;0.41;0.17;0.42;0.42;0.58;0.56;0.32;0.05;0.05;0.09;0.1;0.08;0.25;0.22;0.11;0.05;0;0.28;0.26;0.47;0.37;0.01;0.22;0.43;0.35;0.43;0.35;0.22
751145301;0.7;0.43;0.04;0.53;0.74;0.26;0.17;0.55;0.01;0.02;0.02;0.06;0.13;0.23;0.14;0.12;0.18;0.1;0.54;0.2;0.26;0.55;0.03;0.44;0.3;0.26;0.3;0.26;0.44
952680107;0.61;0.29;0.06;0.65;0.16;0.84;0.37;0.59;0.06;0.04;0.05;0.1;0.09;0.3;0.18;0.12;0.05;0.01;0.21;0.59;0.2;0.11;0.14;0.25;0.6;0.15;0.58;0.16;0.26
751197610;0.8;0.44;0.15;0.41;0.56;0.44;0.08;0.71;0.03;0.03;0.04;0.07;0.08;0.19;0.19;0.18;0.14;0.05;0.34;0.34;0.33;0.48;0.03;0.3;0.36;0.34;0.34;0.35;0.31
912720109;0.75;0.59;0.2;0.2;0.94;0.06;0.83;0.09;0.02;0.03;0.06;0.09;0.07;0.09;0.2;0.14;0.24;0.06;0.71;0.07;0.22;0.14;0;0.5;0.47;0.02;0.47;0.02;0.5
920400202;0.82;0.61;0.11;0.28;0.73;0.27;0.25;0.5;0.04;0.01;0.05;0.07;0.12;0.28;0.17;0.1;0.09;0.06;0.53;0.24;0.23;0.47;0.02;0.35;0.43;0.22;0.43;0.22;0.35
940020205;0.77;0.46;0.21;0.34;0.53;0.47;0.32;0.56;0.03;0.02;0.05;0.07;0.07;0.19;0.19;0.12;0.17;0.09;0.32;0.34;0.33;0.4;0.05;0.41;0.46;0.13;0.46;0.13;0.41
783610107;0.75;0.34;0.1;0.56;0.28;0.72;0.36;0.44;0.04;0.06;0.08;0.09;0.12;0.24;0.1;0.1;0.16;0.01;0.1;0.66;0.25;0.04;0.01;0.17;0.67;0.17;0.61;0.21;0.17
956070103;0.8;0.43;0.34;0.23;0.64;0.36;0.64;0.29;0.03;0.03;0.08;0.09;0.1;0.21;0.22;0.16;0.07;0.02;0.38;0.19;0.43;0.25;0;0.27;0.51;0.22;0.5;0.23;0.27
930050701;0.77;0.43;0.22;0.34;0.29;0.71;0.49;0.49;0.06;0.06;0.11;0.11;0.07;0.2;0.17;0.11;0.1;0.01;0.21;0.39;0.4;0.2;0.02;0.17;0.66;0.17;0.67;0.16;0.17
920360101;0.75;0.41;0.15;0.44;0.34;0.66;0.32;0.6;0.04;0.06;0.06;0.08;0.08;0.17;0.15;0.08;0.15;0.12;0.22;0.41;0.38;0.55;0.02;0.24;0.56;0.2;0.56;0.21;0.23
772840501;0.79;0.37;0.05;0.58;0.29;0.71;0.33;0.57;0.08;0.07;0.11;0.09;0.08;0.28;0.22;0.04;0.03;0.01;0.27;0.34;0.38;0.28;0.01;0.21;0.53;0.26;0.53;0.26;0.21
783610108;0.71;0.3;0.06;0.64;0.33;0.67;0.42;0.43;0.07;0.06;0.08;0.07;0.1;0.29;0.13;0.09;0.09;0.01;0.19;0.5;0.32;0.2;0.03;0.2;0.65;0.15;0.64;0.15;0.21
771220202;0.75;0.48;0.31;0.21;0.59;0.41;0.58;0.32;0.03;0.02;0.06;0.09;0.07;0.19;0.2;0.14;0.13;0.06;0.35;0.24;0.4;0.38;0.02;0.42;0.45;0.13;0.45;0.13;0.42
751104004;0.85;0.62;0.14;0.24;0.81;0.19;0.05;0.73;0.03;0.02;0.04;0.04;0.11;0.41;0.2;0.07;0.06;0.02;0.67;0.18;0.15;0.62;0.06;0.55;0.32;0.13;0.32;0.13;0.55
920360103;0.75;0.43;0.16;0.41;0.32;0.67;0.22;0.69;0.02;0.06;0.1;0.12;0.12;0.14;0.23;0.1;0.08;0.02;0.13;0.52;0.36;0.34;0.06;0.24;0.51;0.25;0.49;0.26;0.25
781380105;0.77;0.31;0.1;0.59;0.29;0.71;0.32;0.53;0.07;0.07;0.09;0.12;0.09;0.23;0.13;0.1;0.09;0.01;0.11;0.48;0.4;0.23;0;0.27;0.53;0.2;0.52;0.22;0.26
784400110;0.71;0.26;0.08;0.66;0.19;0.81;0.27;0.68;0.03;0.03;0.07;0.08;0.09;0.21;0.17;0.12;0.18;0.02;0.13;0.67;0.2;0.3;0.02;0.19;0.57;0.24;0.56;0.24;0.2
751197512;0.77;0.35;0.13;0.52;0.51;0.49;0.13;0.73;0.01;0.01;0.03;0.07;0.13;0.21;0.19;0.15;0.14;0.05;0.28;0.36;0.35;0.38;0.06;0.34;0.23;0.43;0.23;0.43;0.34
920190103;0.79;0.51;0.17;0.31;0.89;0.11;0.55;0.35;0.02;0.03;0.04;0.07;0.06;0.16;0.23;0.13;0.18;0.09;0.67;0.14;0.19;0.35;0.02;0.56;0.33;0.11;0.33;0.11;0.56
956800103;0.76;0.33;0.12;0.55;0.31;0.69;0.44;0.47;0.04;0.05;0.1;0.12;0.08;0.22;0.19;0.08;0.1;0.01;0.16;0.45;0.39;0.34;0.06;0.19;0.47;0.34;0.47;0.34;0.19
920440119;0.72;0.38;0.33;0.29;0.52;0.48;0.16;0.42;0.02;0.02;0.04;0.09;0.07;0.14;0.17;0.16;0.23;0.06;0.23;0.42;0.35;0.42;0.03;0.37;0.31;0.32;0.31;0.33;0.36
930660502;0.77;0.56;0.07;0.37;0.35;0.65;0.28;0.57;0.05;0.04;0.09;0.12;0.1;0.2;0.2;0.1;0.07;0.03;0.26;0.39;0.35;0.27;0.03;0.26;0.52;0.22;0.52;0.22;0.26
920360102;0.74;0.38;0.18;0.44;0.37;0.63;0.34;0.56;0.05;0.04;0.09;0.1;0.09;0.19;0.18;0.12;0.11;0.02;0.13;0.45;0.42;0.28;0.02;0.21;0.47;0.32;0.47;0.33;0.21
751062301;0.76;0.69;0.06;0.25;0.78;0.22;0.08;0.5;0.03;0.02;0.04;0.06;0.1;0.2;0.2;0.13;0.14;0.07;0.75;0.12;0.13;0.62;0.03;0.4;0.42;0.19;0.42;0.19;0.4
920330103;0.8;0.69;0.04;0.27;0.8;0.2;0.54;0.26;0.02;0.02;0.06;0.12;0.07;0.13;0.27;0.12;0.1;0.08;0.68;0.1;0.21;0.3;0.01;0.39;0.51;0.1;0.51;0.1;0.39
913770101;0.81;0.58;0.27;0.15;0.63;0.37;0.69;0.23;0.04;0.05;0.05;0.08;0.06;0.27;0.23;0.11;0.08;0.03;0.47;0.15;0.38;0.44;0;0.35;0.49;0.16;0.49;0.16;0.35
751072502;0.75;0.59;0.13;0.28;0.83;0.17;0.13;0.5;0.03;0.02;0.04;0.07;0.09;0.2;0.18;0.13;0.17;0.06;0.75;0.09;0.16;0.49;0.03;0.46;0.42;0.11;0.42;0.11;0.47
930720103;0.7;0.46;0.1;0.44;0.31;0.69;0.42;0.45;0.03;0.06;0.12;0.12;0.08;0.22;0.22;0.08;0.04;0.03;0.07;0.44;0.49;0.27;0.06;0.12;0.47;0.41;0.46;0.42;0.12
940810210;0.79;0.34;0.17;0.48;0.44;0.55;0.32;0.62;0.05;0.05;0.08;0.07;0.08;0.22;0.17;0.12;0.13;0.04;0.32;0.38;0.29;0.31;0.03;0.37;0.46;0.16;0.45;0.18;0.37
773500302;0.81;0.44;0.42;0.14;0.68;0.32;0.7;0.24;0.04;0.03;0.07;0.08;0.07;0.16;0.21;0.15;0.15;0.03;0.37;0.19;0.43;0.17;0.01;0.39;0.45;0.16;0.45;0.16;0.39
952190201;0.84;0.43;0.33;0.23;0.67;0.33;0.42;0.43;0.04;0.04;0.06;0.07;0.05;0.18;0.23;0.12;0.16;0.05;0.4;0.19;0.41;0.39;0;0.39;0.47;0.13;0.47;0.13;0.39
751062202;0.76;0.74;0.09;0.17;0.8;0.2;0.16;0.44;0.02;0.01;0.02;0.06;0.12;0.2;0.16;0.12;0.19;0.09;0.74;0.08;0.18;0.5;0.05;0.49;0.41;0.1;0.41;0.1;0.49
940170703;0.74;0.41;0.14;0.44;0.34;0.66;0.42;0.43;0.06;0.03;0.08;0.1;0.07;0.22;0.21;0.09;0.1;0.03;0.15;0.42;0.43;0.37;0.02;0.16;0.42;0.42;0.42;0.42;0.16
751135115;0.81;0.73;0.13;0.14;0.88;0.12;0.21;0.58;0.02;0.03;0.05;0.06;0.07;0.24;0.19;0.14;0.15;0.04;0.79;0.06;0.15;0.45;0.04;0.48;0.44;0.08;0.44;0.08;0.48
916450107;0.71;0.48;0.27;0.25;0.61;0.39;0.62;0.23;0.03;0.03;0.05;0.09;0.09;0.12;0.19;0.18;0.19;0.03;0.46;0.22;0.32;0.24;0.02;0.38;0.46;0.15;0.46;0.16;0.38
912350102;0.8;0.53;0.11;0.36;0.11;0.89;0.6;0.18;0.07;0.07;0.1;0.13;0.1;0.27;0.15;0.06;0.03;0.01;0.21;0.28;0.51;0.23;0.02;0.11;0.51;0.38;0.51;0.37;0.11
920020102;0.74;0.65;0.15;0.2;0.9;0.1;0.44;0.41;0.01;0.03;0.07;0.08;0.08;0.11;0.21;0.13;0.17;0.11;0.66;0.12;0.22;0.29;0;0.37;0.53;0.1;0.53;0.1;0.37
951270122;0.77;0.39;0.14;0.47;0.5;0.5;0.4;0.48;0.07;0.06;0.1;0.08;0.07;0.24;0.2;0.11;0.06;0.01;0.38;0.27;0.34;0.3;0.02;0.24;0.55;0.2;0.55;0.2;0.24
912350101;0.8;0.46;0.25;0.29;0.4;0.6;0.64;0.26;0.05;0.05;0.06;0.09;0.09;0.21;0.21;0.12;0.08;0.04;0.25;0.27;0.48;0.21;0.01;0.32;0.52;0.16;0.51;0.17;0.32
785710101;0.73;0.54;0.13;0.33;0.91;0.07;0.74;0.15;0.02;0.03;0.08;0.12;0.05;0.09;0.24;0.13;0.18;0.04;0.74;0.06;0.2;0.14;0;0.46;0.47;0.06;0.47;0.07;0.45
920250211;0.85;0.4;0.12;0.48;0.52;0.48;0.23;0.67;0.04;0.05;0.06;0.06;0.08;0.26;0.22;0.09;0.11;0.03;0.33;0.32;0.35;0.56;0.03;0.34;0.42;0.23;0.42;0.24;0.34
930780115;0.73;0.33;0.13;0.54;0.21;0.79;0.42;0.52;0.04;0.05;0.09;0.12;0.11;0.18;0.19;0.12;0.09;0.01;0.15;0.47;0.38;0.16;0.04;0.14;0.56;0.3;0.55;0.31;0.14
751072808;0.8;0.59;0.09;0.32;0.81;0.19;0.2;0.46;0.03;0.04;0.03;0.06;0.1;0.2;0.15;0.12;0.17;0.1;0.74;0.09;0.17;0.5;0.04;0.49;0.37;0.14;0.37;0.14;0.49
774680101;0.82;0.48;0.35;0.17;0.64;0.36;0.54;0.39;0.05;0.05;0.08;0.1;0.05;0.22;0.2;0.13;0.11;0;0.43;0.14;0.43;0.22;0.02;0.33;0.53;0.14;0.53;0.14;0.33
910270109;0.79;0.37;0.25;0.38;0.48;0.52;0.44;0.51;0.07;0.06;0.06;0.06;0.04;0.25;0.2;0.09;0.14;0.03;0.29;0.25;0.47;0.38;0.04;0.33;0.44;0.23;0.44;0.23;0.33
780290106;0.8;0.4;0.29;0.31;0.42;0.58;0.73;0.2;0.05;0.05;0.07;0.09;0.09;0.19;0.2;0.12;0.12;0.02;0.2;0.32;0.47;0.31;0.02;0.25;0.45;0.29;0.45;0.3;0.25
951270103;0.69;0.5;0.18;0.32;0.46;0.54;0.31;0.54;0.05;0.05;0.09;0.09;0.11;0.21;0.15;0.12;0.09;0.03;0.36;0.28;0.36;0.31;0.04;0.23;0.47;0.3;0.47;0.31;0.23
930080108;0.69;0.29;0.12;0.58;0.23;0.77;0.34;0.62;0.06;0.07;0.08;0.12;0.1;0.16;0.2;0.14;0.06;0.02;0.11;0.6;0.29;0.29;0.06;0.12;0.52;0.35;0.52;0.35;0.12
751186909;0.87;0.51;0.11;0.38;0.77;0.23;0.07;0.68;0.03;0.01;0.02;0.02;0.08;0.36;0.19;0.1;0.12;0.07;0.65;0.13;0.23;0.68;0.03;0.64;0.2;0.16;0.2;0.16;0.64
784230111;0.76;0.4;0.41;0.19;0.8;0.2;0.69;0.21;0.02;0.02;0.07;0.09;0.06;0.17;0.21;0.21;0.13;0.02;0.6;0.09;0.31;0.28;0.01;0.48;0.45;0.07;0.45;0.07;0.47
751114111;0.77;0.49;0.13;0.38;0.47;0.53;0.05;0.76;0.02;0.03;0.06;0.06;0.13;0.22;0.2;0.12;0.13;0.04;0.33;0.41;0.26;0.56;0.05;0.22;0.45;0.33;0.45;0.33;0.22
751114309;0.86;0.52;0.21;0.27;0.82;0.18;0.07;0.68;0.02;0.02;0.03;0.04;0.06;0.28;0.19;0.08;0.19;0.08;0.63;0.18;0.19;0.61;0.02;0.58;0.24;0.18;0.24;0.18;0.58
